observed_date,road,title,status,project_url,source_type,source_url
2025-03-27,A8,Brückeninstandsetzung an der Anschlussstelle Mühlhausen,In Umsetzung,https://www.autobahn.de/planen-bauen/projekt/brueckeninstandsetzung-an-der-anschlussstelle-muehlhausen,wayback_project_overview,https://web.archive.org/web/20250327093816/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_526%5D=syscat58
2025-03-27,A8,Drackensteiner Hang: Bauen rund um die Uhr mit modernsten Verfahren - Vier Kilometer Fahrbahndeckenerneuerung an nur einem Wochenende,Abgeschlossen,https://www.autobahn.de/planen-bauen/projekt/drackensteiner-hang-bauen-rund-um-die-uhr-mit-modernsten-verfahren-vier-kilometer-fahrbahndeckenerneuerung-an-nur-einem-wochenende,wayback_project_overview,https://web.archive.org/web/20250327093816/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_526%5D=syscat58
2025-03-27,A8,Erneuerung der Fahrbahn zwischen der Anschlussstelle Pforzheim-West und dem Dreieck Karlsruhe,Abgeschlossen,https://www.autobahn.de/planen-bauen/projekt/erneuerung-der-fahrbahn-zwischen-der-anschlussstelle-pforzheim-west-und-dem-dreieck-karlsruhe,wayback_project_overview,https://web.archive.org/web/20250327093816/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_526%5D=syscat58
2025-03-27,A8,Fahrbahndeckenerneuerung zwischen Wendlingen und Denkendorf in Fahrtrichtung München,Abgeschlossen,https://www.autobahn.de/planen-bauen/projekt/fahrbahndeckenerneuerung-zwischen-wendlingen-und-denkendorf-in-fahrtrichtung-muenchen,wayback_project_overview,https://web.archive.org/web/20250327093816/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_526%5D=syscat58
2025-03-27,A8,Grundhafte Erneuerung zwischen der Anschlussstelle Neunkirchen-Oberstadt und dem Autobahnkreuz Neunkirchen,In Umsetzung,https://www.autobahn.de/planen-bauen/projekt/grundhafter-ausbau-zwischen-der-anschlussstelle-neunkirchen-oberstadt-und-dem-autobahnkreuz-neunkirchen,wayback_project_overview,https://web.archive.org/web/20250327093816/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_526%5D=syscat58
2025-03-27,A8,Innovative Asphalterneuerung rund um das Echterdinger Ei,In Umsetzung,https://www.autobahn.de/planen-bauen/projekt/innovative-asphalterneuerung-rund-um-das-echterdinger-ei,wayback_project_overview,https://web.archive.org/web/20250327093816/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_526%5D=syscat58
2025-03-27,A8,A8 PWC-Anlage Otterfing,In Planung,https://www.autobahn.de/planen-bauen/projekt/pwc-anlage-otterfing,wayback_project_overview,https://web.archive.org/web/20250327093816/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_526%5D=syscat58
2025-03-27,A8,A8 Streckenbeeinflussungsanlage AD München-Eschenried - AS Neusäß,In Planung,https://www.autobahn.de/planen-bauen/projekt/streckenbeeinflussungsanlage-ad-muenchen-eschenried-as-neusaess,wayback_project_overview,https://web.archive.org/web/20250327093816/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_526%5D=syscat58
2025-05-19,A93,A93 Regensburg – Holledau (A9) Grundhafte Fahrbahnerneuerung  zwischen Regensburg-Süd und  Dreieck Saalhaupt,In Umsetzung,https://www.autobahn.de/planen-bauen/projekt/a-93-regensburg-holledau-a-9-grundhafte-fahrbahnerneuerung-zwischen-regensburg-sued-und-dreieck-saalhaupt,wayback_project_overview,https://web.archive.org/web/20250519134127/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_534%5D=syscat120
2025-09-17,A8,Ausbau Albaufstieg,In Planung,https://www.autobahn.de/planen-bauen/projekt/a8-albaufstieg,wayback_project_overview,https://web.archive.org/web/20250917201323/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_526%5D=syscat58
2025-09-17,A8,Enztalquerung,In Umsetzung,https://www.autobahn.de/planen-bauen/projekt/a8-enztalquerung,wayback_project_overview,https://web.archive.org/web/20250917201323/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_526%5D=syscat58
2025-09-17,A8,A8 Sechsstreifige Erweiterung AS Ulm-West bis AK Ulm/Elchingen,,https://www.autobahn.de/planen-bauen/projekt/a8-ulm-elchingen,wayback_project_overview,https://web.archive.org/web/20250917201323/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_526%5D=syscat58
2025-09-17,A8,Brückeninstandsetzung an der Anschlussstelle Mühlhausen,In Umsetzung,https://www.autobahn.de/planen-bauen/projekt/brueckeninstandsetzung-an-der-anschlussstelle-muehlhausen,wayback_project_overview,https://web.archive.org/web/20250917201323/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_526%5D=syscat58
2025-09-17,A8,Drackensteiner Hang: Bauen rund um die Uhr mit modernsten Verfahren - Vier Kilometer Fahrbahndeckenerneuerung an nur einem Wochenende,Abgeschlossen,https://www.autobahn.de/planen-bauen/projekt/drackensteiner-hang-bauen-rund-um-die-uhr-mit-modernsten-verfahren-vier-kilometer-fahrbahndeckenerneuerung-an-nur-einem-wochenende,wayback_project_overview,https://web.archive.org/web/20250917201323/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_526%5D=syscat58
2025-09-17,A8,Erneuerung der Fahrbahn zwischen der Anschlussstelle Pforzheim-West und dem Dreieck Karlsruhe,Abgeschlossen,https://www.autobahn.de/planen-bauen/projekt/erneuerung-der-fahrbahn-zwischen-der-anschlussstelle-pforzheim-west-und-dem-dreieck-karlsruhe,wayback_project_overview,https://web.archive.org/web/20250917201323/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_526%5D=syscat58
2025-09-17,A8,Fahrbahndeckenerneuerung zwischen Wendlingen und Denkendorf in Fahrtrichtung München,Abgeschlossen,https://www.autobahn.de/planen-bauen/projekt/fahrbahndeckenerneuerung-zwischen-wendlingen-und-denkendorf-in-fahrtrichtung-muenchen,wayback_project_overview,https://web.archive.org/web/20250917201323/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_526%5D=syscat58
2025-09-17,A8,Grundhafte Erneuerung zwischen der Anschlussstelle Neunkirchen-Oberstadt und dem Autobahnkreuz Neunkirchen,In Umsetzung,https://www.autobahn.de/planen-bauen/projekt/grundhafter-ausbau-zwischen-der-anschlussstelle-neunkirchen-oberstadt-und-dem-autobahnkreuz-neunkirchen,wayback_project_overview,https://web.archive.org/web/20250917201323/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_526%5D=syscat58
2025-09-17,A8,Innovative Asphalterneuerung rund um das Echterdinger Ei,In Umsetzung,https://www.autobahn.de/planen-bauen/projekt/innovative-asphalterneuerung-rund-um-das-echterdinger-ei,wayback_project_overview,https://web.archive.org/web/20250917201323/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_526%5D=syscat58
2025-09-17,A8,Moselbrücke bei Schengen,,https://www.autobahn.de/planen-bauen/projekt/moselbruecke-bei-schengen,wayback_project_overview,https://web.archive.org/web/20250917201323/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_526%5D=syscat58
2025-09-17,A8,A8 PWC-Anlage Otterfing,In Planung,https://www.autobahn.de/planen-bauen/projekt/pwc-anlage-otterfing,wayback_project_overview,https://web.archive.org/web/20250917201323/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_526%5D=syscat58
2025-09-17,A8,A8 Streckenbeeinflussungsanlage AD München-Eschenried - AS Neusäß,In Planung,https://www.autobahn.de/planen-bauen/projekt/streckenbeeinflussungsanlage-ad-muenchen-eschenried-as-neusaess,wayback_project_overview,https://web.archive.org/web/20250917201323/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_526%5D=syscat58
2025-09-17,A93,A93 Regensburg – Holledau (A9) Grundhafte Fahrbahnerneuerung  zwischen Regensburg-Süd und  Dreieck Saalhaupt,In Umsetzung,https://www.autobahn.de/planen-bauen/projekt/a-93-regensburg-holledau-a-9-grundhafte-fahrbahnerneuerung-zwischen-regensburg-sued-und-dreieck-saalhaupt,wayback_project_overview,https://web.archive.org/web/20250917195447/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_534%5D=syscat120
2026-01-21,A93,A93 Regensburg – Holledau (A9) Grundhafte Fahrbahnerneuerung  zwischen Regensburg-Süd und  Dreieck Saalhaupt,In Umsetzung,https://www.autobahn.de/planen-bauen/projekt/a-93-regensburg-holledau-a-9-grundhafte-fahrbahnerneuerung-zwischen-regensburg-sued-und-dreieck-saalhaupt,wayback_project_overview,https://web.archive.org/web/20260121211420/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_534%5D=syscat120
2026-01-21,A93,A93 Erneuerung der Autobahnbrücke an der AS Oberaudorf,In Planung,https://www.autobahn.de/planen-bauen/projekt/erneuerung-der-autobahnbruecke-an-der-as-oberaudorf,wayback_project_overview,https://web.archive.org/web/20260121211420/https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1_534%5D=syscat120
2026-06-20,A8,Ausbau Albaufstieg,In Umsetzung,https://www.autobahn.de/planen-bauen/projekt/a8-albaufstieg,current_project_overview,https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1%5D=syscat58
2026-06-20,A8,Enztalquerung,In Umsetzung,https://www.autobahn.de/planen-bauen/projekt/a8-enztalquerung,current_project_overview,https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1%5D=syscat58
2026-06-20,A8,A8 Erneuerung der Autobahnbrücke über die Saalach,In Planung,https://www.autobahn.de/planen-bauen/projekt/a8-erneuerung-der-autobahnbruecke-ueber-die-saalach,current_project_overview,https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1%5D=syscat58
2026-06-20,A8,A8 Erneuerung der Autobahnbrücke über die Weiße Traun,In Planung,https://www.autobahn.de/planen-bauen/projekt/a8-erneuerung-der-autobahnbruecke-ueber-die-weisse-traun,current_project_overview,https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1%5D=syscat58
2026-06-20,A8,A8 Erneuerung der Autobahnbrücke über die Rohrdorfer Ache,In Umsetzung,https://www.autobahn.de/planen-bauen/projekt/a8-erneureung-der-autobahnbruecke-ueber-die-rohrdorfer-ache,current_project_overview,https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1%5D=syscat58&tx_kesearch_pi1%5Bpage%5D=2
2026-06-20,A8,A8 Sechsstreifige Erweiterung AS Ulm-West bis AK Ulm/Elchingen,In Umsetzung,https://www.autobahn.de/planen-bauen/projekt/a8-ulm-elchingen,current_project_overview,https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1%5D=syscat58&tx_kesearch_pi1%5Bpage%5D=2
2026-06-20,A8,Brückeninstandsetzung an der Anschlussstelle Mühlhausen,In Umsetzung,https://www.autobahn.de/planen-bauen/projekt/brueckeninstandsetzung-an-der-anschlussstelle-muehlhausen,current_project_overview,https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1%5D=syscat58
2026-06-20,A8,Drackensteiner Hang: Bauen rund um die Uhr mit modernsten Verfahren - Vier Kilometer Fahrbahndeckenerneuerung an nur einem Wochenende,Abgeschlossen,https://www.autobahn.de/planen-bauen/projekt/drackensteiner-hang-bauen-rund-um-die-uhr-mit-modernsten-verfahren-vier-kilometer-fahrbahndeckenerneuerung-an-nur-einem-wochenende,current_project_overview,https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1%5D=syscat58
2026-06-20,A8,Erneuerung der Fahrbahn zwischen der Anschlussstelle Pforzheim-West und dem Dreieck Karlsruhe,Abgeschlossen,https://www.autobahn.de/planen-bauen/projekt/erneuerung-der-fahrbahn-zwischen-der-anschlussstelle-pforzheim-west-und-dem-dreieck-karlsruhe,current_project_overview,https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1%5D=syscat58
2026-06-20,A8,Fahrbahndeckenerneuerung zwischen Wendlingen und Denkendorf in Fahrtrichtung München,Abgeschlossen,https://www.autobahn.de/planen-bauen/projekt/fahrbahndeckenerneuerung-zwischen-wendlingen-und-denkendorf-in-fahrtrichtung-muenchen,current_project_overview,https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1%5D=syscat58
2026-06-20,A8,Grundhafte Erneuerung zwischen der Anschlussstelle Neunkirchen-Oberstadt und dem Autobahnkreuz Neunkirchen,In Umsetzung,https://www.autobahn.de/planen-bauen/projekt/grundhafter-ausbau-zwischen-der-anschlussstelle-neunkirchen-oberstadt-und-dem-autobahnkreuz-neunkirchen,current_project_overview,https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1%5D=syscat58
2026-06-20,A8,Innovative Asphalterneuerung rund um das Echterdinger Ei,Abgeschlossen,https://www.autobahn.de/planen-bauen/projekt/innovative-asphalterneuerung-rund-um-das-echterdinger-ei,current_project_overview,https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1%5D=syscat58&tx_kesearch_pi1%5Bpage%5D=2
2026-06-20,A8,Moselbrücke bei Schengen,In Planung,https://www.autobahn.de/planen-bauen/projekt/moselbruecke-bei-schengen,current_project_overview,https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1%5D=syscat58
2026-06-20,A8,Neubau einer Lärmschutzwand in Kombination mit einer Betonschutzwand bei Mechern,Abgeschlossen,https://www.autobahn.de/planen-bauen/projekt/neubau-einer-laermschutzwand-in-kombination-mit-einer-betonschutzwand-bei-mechern,current_project_overview,https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1%5D=syscat58&tx_kesearch_pi1%5Bpage%5D=2
2026-06-20,A8,A8 PWC-Anlage Otterfing,In Planung,https://www.autobahn.de/planen-bauen/projekt/pwc-anlage-otterfing,current_project_overview,https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1%5D=syscat58
2026-06-20,A8,A8 Streckenbeeinflussungsanlage AD München-Eschenried - AS Neusäß,In Planung,https://www.autobahn.de/planen-bauen/projekt/streckenbeeinflussungsanlage-ad-muenchen-eschenried-as-neusaess,current_project_overview,https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1%5D=syscat58
2026-06-20,A93,A93 Regensburg – Holledau (A9) Grundhafte Fahrbahnerneuerung  zwischen Regensburg-Süd und  Dreieck Saalhaupt,In Umsetzung,https://www.autobahn.de/planen-bauen/projekt/a-93-regensburg-holledau-a-9-grundhafte-fahrbahnerneuerung-zwischen-regensburg-sued-und-dreieck-saalhaupt,current_project_overview,https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1%5D=syscat120
2026-06-20,A93,A93 Erneuerung der Autobahnbrücke an der AS Oberaudorf,In Planung,https://www.autobahn.de/planen-bauen/projekt/erneuerung-der-autobahnbruecke-an-der-as-oberaudorf,current_project_overview,https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1%5D=syscat120
2026-06-20,A93,Erneuerung der Waldnaabtalbrücke,In Umsetzung,https://www.autobahn.de/planen-bauen/projekt/erneuerung-der-waldnaabtalbruecke,current_project_overview,https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1%5D=syscat120
2026-06-20,A93,Ersatzneubau Überführungsbauwerk BW 144c,In Umsetzung,https://www.autobahn.de/planen-bauen/projekt/ersatzneubau-ueberfuehrungsbauwerk-bw-144c,current_project_overview,https://www.autobahn.de/planen-bauen/projektuebersicht?tx_kesearch_pi1%5Bfilter_1%5D=syscat120
