site_id,road,direction,site_name,date,kfz_h_p10,kfz_h_p50,kfz_h_p90,sv_h_pred,v_kfz_pred,interval_width,relative_interval_width,原因
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-01-11,44253,58187,71316,1913,125.3,27063,0.584951,Historical Traffic Baseline: 77.2%；Date and Time Pattern: 8.1%；Road Segment and Detector Attributes: 5.8%；Weather and Temperature: 4.6%；Holiday Effect: 3.2%；Construction Impact: 1.0%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-01-12,35310,43038,48823,7987,124.4,13513,0.380017,Historical Traffic Baseline: 73.7%；Holiday Effect: 11.1%；Date and Time Pattern: 8.3%；Road Segment and Detector Attributes: 3.4%；Weather and Temperature: 2.2%；Construction Impact: 1.3%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-01-13,34777,42573,47822,9144,120.4,13045,0.377064,Historical Traffic Baseline: 73.8%；Holiday Effect: 11.1%；Date and Time Pattern: 7.8%；Road Segment and Detector Attributes: 3.7%；Weather and Temperature: 2.3%；Construction Impact: 1.3%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-01-14,35271,43485,49324,9261,120.2,14053,0.385298,Historical Traffic Baseline: 75.9%；Holiday Effect: 9.3%；Date and Time Pattern: 7.4%；Road Segment and Detector Attributes: 4.1%；Weather and Temperature: 2.5%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-01-15,35694,43899,49892,8733,122.0,14198,0.373659,Historical Traffic Baseline: 75.7%；Holiday Effect: 8.5%；Date and Time Pattern: 6.9%；Road Segment and Detector Attributes: 5.5%；Weather and Temperature: 2.6%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-01-16,36265,46836,55496,9229,122.2,19231,0.450528,Historical Traffic Baseline: 77.7%；Road Segment and Detector Attributes: 7.5%；Holiday Effect: 7.0%；Date and Time Pattern: 4.3%；Weather and Temperature: 2.9%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-01-17,36676,55701,68846,8205,119.9,32170,0.708277,Historical Traffic Baseline: 79.6%；Date and Time Pattern: 5.5%；Holiday Effect: 5.5%；Road Segment and Detector Attributes: 4.7%；Weather and Temperature: 4.0%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-01-18,36179,56229,68338,4470,123.4,32160,0.721222,Historical Traffic Baseline: 77.1%；Date and Time Pattern: 8.0%；Road Segment and Detector Attributes: 5.1%；Weather and Temperature: 4.8%；Holiday Effect: 4.1%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-01-19,32535,42682,48328,10795,122.2,15794,0.442172,Historical Traffic Baseline: 74.0%；Holiday Effect: 10.3%；Date and Time Pattern: 8.6%；Road Segment and Detector Attributes: 3.8%；Weather and Temperature: 2.3%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-01-20,33220,42834,47782,11228,122.2,14563,0.409636,Historical Traffic Baseline: 74.7%；Holiday Effect: 10.5%；Date and Time Pattern: 8.0%；Road Segment and Detector Attributes: 3.7%；Weather and Temperature: 2.2%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-01-21,33985,43750,49357,10012,120.6,15372,0.420181,Historical Traffic Baseline: 77.2%；Holiday Effect: 8.5%；Date and Time Pattern: 7.4%；Road Segment and Detector Attributes: 4.2%；Weather and Temperature: 2.1%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-01-22,36161,44315,50146,9404,118.3,13985,0.374475,Historical Traffic Baseline: 77.1%；Holiday Effect: 7.1%；Date and Time Pattern: 6.5%；Road Segment and Detector Attributes: 5.8%；Weather and Temperature: 2.5%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-01-23,39182,48152,56640,7924,122.9,17458,0.396669,Historical Traffic Baseline: 80.8%；Road Segment and Detector Attributes: 8.2%；Holiday Effect: 5.1%；Weather and Temperature: 2.7%；Date and Time Pattern: 2.3%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-01-24,46646,61552,74884,5104,120.6,28238,0.510468,Historical Traffic Baseline: 80.1%；Date and Time Pattern: 8.8%；Road Segment and Detector Attributes: 4.4%；Holiday Effect: 3.5%；Weather and Temperature: 2.2%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-01-25,45373,59557,71452,1643,125.0,26079,0.513315,Historical Traffic Baseline: 75.7%；Date and Time Pattern: 9.1%；Road Segment and Detector Attributes: 5.6%；Holiday Effect: 4.6%；Weather and Temperature: 3.8%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-01-26,37318,43833,49093,8260,122.0,11775,0.325725,Historical Traffic Baseline: 75.9%；Holiday Effect: 8.9%；Date and Time Pattern: 7.9%；Road Segment and Detector Attributes: 3.7%；Weather and Temperature: 2.3%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-01-27,38100,44026,48686,9315,122.2,10587,0.298167,Historical Traffic Baseline: 76.8%；Holiday Effect: 8.9%；Date and Time Pattern: 7.2%；Road Segment and Detector Attributes: 3.8%；Weather and Temperature: 1.9%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-01-28,38060,44607,50232,8920,118.0,12172,0.327689,Historical Traffic Baseline: 78.5%；Holiday Effect: 7.1%；Date and Time Pattern: 6.6%；Road Segment and Detector Attributes: 4.3%；Weather and Temperature: 2.4%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-01-29,39638,45555,51216,8258,123.2,11578,0.300265,Historical Traffic Baseline: 79.2%；Holiday Effect: 6.4%；Date and Time Pattern: 5.8%；Road Segment and Detector Attributes: 5.5%；Weather and Temperature: 2.1%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-01-30,41206,48759,57202,7037,122.4,15995,0.354107,Historical Traffic Baseline: 82.2%；Road Segment and Detector Attributes: 7.8%；Holiday Effect: 4.7%；Weather and Temperature: 2.7%；Date and Time Pattern: 1.7%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-01-31,46193,59912,72332,4672,118.6,26139,0.489307,Historical Traffic Baseline: 79.3%；Date and Time Pattern: 8.7%；Road Segment and Detector Attributes: 4.2%；Weather and Temperature: 3.6%；Holiday Effect: 3.2%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-01,47782,59709,70455,1454,124.6,22673,0.427058,Historical Traffic Baseline: 76.7%；Date and Time Pattern: 8.4%；Road Segment and Detector Attributes: 5.1%；Weather and Temperature: 4.4%；Holiday Effect: 4.2%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-02,38604,43921,49013,8141,120.9,10409,0.315453,Historical Traffic Baseline: 74.5%；Date and Time Pattern: 8.8%；Holiday Effect: 8.3%；Road Segment and Detector Attributes: 4.2%；Weather and Temperature: 3.3%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-03,39292,44354,48598,9211,116.4,9306,0.284305,Historical Traffic Baseline: 76.2%；Holiday Effect: 8.2%；Date and Time Pattern: 7.9%；Road Segment and Detector Attributes: 4.3%；Weather and Temperature: 2.6%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-04,40508,45735,50580,9134,120.7,10072,0.279476,Historical Traffic Baseline: 79.2%；Holiday Effect: 6.9%；Date and Time Pattern: 6.8%；Road Segment and Detector Attributes: 4.2%；Weather and Temperature: 2.4%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-05,42158,46652,51721,8212,124.1,9563,0.256356,Historical Traffic Baseline: 80.8%；Holiday Effect: 6.3%；Date and Time Pattern: 5.8%；Road Segment and Detector Attributes: 4.7%；Weather and Temperature: 2.0%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-06,46042,52070,60301,6902,123.9,14259,0.303678,Historical Traffic Baseline: 84.0%；Road Segment and Detector Attributes: 8.4%；Holiday Effect: 4.1%；Weather and Temperature: 1.8%；Date and Time Pattern: 1.2%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-07,49165,60715,72710,4456,118.8,23545,0.459688,Historical Traffic Baseline: 78.8%；Date and Time Pattern: 8.1%；Road Segment and Detector Attributes: 5.2%；Holiday Effect: 3.7%；Weather and Temperature: 3.6%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-08,44689,54668,66152,1429,127.3,21463,0.435249,Historical Traffic Baseline: 77.2%；Holiday Effect: 6.7%；Date and Time Pattern: 5.7%；Road Segment and Detector Attributes: 5.2%；Weather and Temperature: 4.0%；Construction Impact: 1.2%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-09,40114,45709,52459,8059,125.5,12346,0.327349,Historical Traffic Baseline: 80.9%；Date and Time Pattern: 7.4%；Holiday Effect: 6.3%；Road Segment and Detector Attributes: 3.0%；Weather and Temperature: 1.6%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-10,39269,45061,51472,8920,122.6,12204,0.321448,Historical Traffic Baseline: 81.6%；Date and Time Pattern: 6.0%；Holiday Effect: 5.8%；Road Segment and Detector Attributes: 3.5%；Weather and Temperature: 2.2%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-11,39992,46322,53860,8626,121.0,13869,0.361887,Historical Traffic Baseline: 82.8%；Date and Time Pattern: 5.4%；Holiday Effect: 4.5%；Road Segment and Detector Attributes: 3.8%；Weather and Temperature: 2.7%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-12,41198,47269,54982,7976,123.5,13784,0.343624,Historical Traffic Baseline: 84.3%；Date and Time Pattern: 5.1%；Road Segment and Detector Attributes: 4.5%；Holiday Effect: 2.9%；Weather and Temperature: 2.3%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-13,43980,51887,62198,6898,123.3,18218,0.408072,Historical Traffic Baseline: 84.6%；Road Segment and Detector Attributes: 6.7%；Weather and Temperature: 2.9%；Date and Time Pattern: 2.6%；Holiday Effect: 2.5%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-14,53808,68351,81667,4447,118.7,27859,0.571656,Historical Traffic Baseline: 74.8%；Date and Time Pattern: 12.4%；Holiday Effect: 6.8%；Road Segment and Detector Attributes: 3.6%；Weather and Temperature: 2.0%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-15,47773,57698,68935,1405,126.7,21162,0.484363,Historical Traffic Baseline: 80.0%；Date and Time Pattern: 7.3%；Road Segment and Detector Attributes: 6.0%；Weather and Temperature: 4.2%；Holiday Effect: 1.3%；Construction Impact: 1.1%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-16,42451,49402,57308,8279,122.6,14856,0.37502,Historical Traffic Baseline: 86.4%；Date and Time Pattern: 5.4%；Weather and Temperature: 3.2%；Holiday Effect: 2.6%；Road Segment and Detector Attributes: 1.7%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-17,42896,49812,57003,9260,121.4,14107,0.357608,Historical Traffic Baseline: 88.0%；Holiday Effect: 3.3%；Weather and Temperature: 3.1%；Date and Time Pattern: 3.0%；Road Segment and Detector Attributes: 2.0%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-18,45322,51974,58513,9084,122.7,13192,0.31044,Historical Traffic Baseline: 88.0%；Holiday Effect: 4.2%；Weather and Temperature: 2.9%；Date and Time Pattern: 2.6%；Road Segment and Detector Attributes: 1.8%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-19,45109,51941,59354,8348,121.5,14245,0.34099,Historical Traffic Baseline: 88.5%；Holiday Effect: 3.8%；Weather and Temperature: 3.0%；Road Segment and Detector Attributes: 2.2%；Date and Time Pattern: 2.0%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-20,48891,58588,70012,7316,119.9,21121,0.446514,Historical Traffic Baseline: 79.5%；Holiday Effect: 7.7%；Date and Time Pattern: 6.7%；Road Segment and Detector Attributes: 3.4%；Weather and Temperature: 2.4%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-21,52841,66120,79796,4470,120.9,26955,0.54877,Historical Traffic Baseline: 75.1%；Date and Time Pattern: 12.5%；Holiday Effect: 5.8%；Road Segment and Detector Attributes: 3.8%；Weather and Temperature: 2.4%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-22,51027,63256,75023,1261,125.0,23995,0.503274,Historical Traffic Baseline: 72.6%；Date and Time Pattern: 10.5%；Holiday Effect: 6.4%；Road Segment and Detector Attributes: 5.9%；Weather and Temperature: 3.7%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-23,41304,46391,51546,7970,122.8,10241,0.306991,Historical Traffic Baseline: 78.9%；Date and Time Pattern: 7.1%；Holiday Effect: 6.8%；Road Segment and Detector Attributes: 4.0%；Weather and Temperature: 2.3%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-24,41102,45886,50162,9248,121.5,9060,0.281174,Historical Traffic Baseline: 79.3%；Date and Time Pattern: 7.0%；Holiday Effect: 6.9%；Road Segment and Detector Attributes: 3.5%；Weather and Temperature: 2.3%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-25,42035,46873,51559,8954,121.3,9524,0.275809,Historical Traffic Baseline: 80.8%；Date and Time Pattern: 6.2%；Holiday Effect: 6.2%；Road Segment and Detector Attributes: 4.0%；Weather and Temperature: 2.3%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-26,42399,47363,52446,8298,121.1,10047,0.274995,Historical Traffic Baseline: 82.0%；Date and Time Pattern: 5.4%；Holiday Effect: 5.2%；Road Segment and Detector Attributes: 4.7%；Weather and Temperature: 2.2%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-27,44432,51002,59002,7086,122.7,14570,0.343009,Historical Traffic Baseline: 85.9%；Road Segment and Detector Attributes: 5.7%；Holiday Effect: 3.8%；Weather and Temperature: 2.4%；Date and Time Pattern: 1.7%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-02-28,51124,64130,77449,4538,121.2,26325,0.537333,Historical Traffic Baseline: 79.4%；Date and Time Pattern: 11.2%；Road Segment and Detector Attributes: 3.4%；Holiday Effect: 3.1%；Weather and Temperature: 2.3%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-01,49622,61307,72271,1207,127.7,22648,0.463139,Historical Traffic Baseline: 78.3%；Date and Time Pattern: 8.6%；Road Segment and Detector Attributes: 5.5%；Holiday Effect: 3.4%；Weather and Temperature: 3.2%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-02,40947,45731,50185,7998,126.1,9238,0.273844,Historical Traffic Baseline: 77.3%；Date and Time Pattern: 8.5%；Holiday Effect: 7.2%；Road Segment and Detector Attributes: 3.9%；Weather and Temperature: 2.1%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-03,42502,46878,51022,9194,124.4,8520,0.245652,Historical Traffic Baseline: 78.6%；Holiday Effect: 7.4%；Date and Time Pattern: 7.3%；Road Segment and Detector Attributes: 3.1%；Weather and Temperature: 2.8%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-04,42105,46995,51636,8848,123.6,9531,0.270516,Historical Traffic Baseline: 79.9%；Date and Time Pattern: 6.8%；Holiday Effect: 6.6%；Road Segment and Detector Attributes: 3.7%；Weather and Temperature: 2.5%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-05,42428,47088,51846,8105,123.7,9418,0.258781,Historical Traffic Baseline: 81.3%；Date and Time Pattern: 6.1%；Holiday Effect: 5.4%；Road Segment and Detector Attributes: 4.2%；Weather and Temperature: 2.5%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-06,45189,51206,58876,6859,124.6,13687,0.310481,Historical Traffic Baseline: 85.7%；Road Segment and Detector Attributes: 5.7%；Holiday Effect: 4.1%；Weather and Temperature: 2.5%；Date and Time Pattern: 1.6%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-07,48675,60049,72838,4477,123.3,24163,0.501163,Historical Traffic Baseline: 82.8%；Date and Time Pattern: 7.2%；Road Segment and Detector Attributes: 3.5%；Weather and Temperature: 3.3%；Holiday Effect: 2.7%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-08,49103,60631,71188,1376,127.8,22084,0.426647,Historical Traffic Baseline: 78.0%；Date and Time Pattern: 8.7%；Road Segment and Detector Attributes: 5.5%；Holiday Effect: 3.6%；Weather and Temperature: 3.3%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-09,41092,45775,50375,8120,126.0,9283,0.271567,Historical Traffic Baseline: 77.0%；Date and Time Pattern: 8.9%；Holiday Effect: 7.3%；Road Segment and Detector Attributes: 3.6%；Weather and Temperature: 2.3%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-10,40537,45176,49193,9375,123.6,8656,0.258272,Historical Traffic Baseline: 77.1%；Date and Time Pattern: 8.3%；Holiday Effect: 7.6%；Road Segment and Detector Attributes: 3.7%；Weather and Temperature: 2.3%；Construction Impact: 1.0%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-11,41613,46586,51380,9072,123.0,9767,0.274397,Historical Traffic Baseline: 79.6%；Date and Time Pattern: 7.3%；Holiday Effect: 6.3%；Road Segment and Detector Attributes: 3.9%；Weather and Temperature: 2.4%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-12,42079,46867,51796,8383,124.5,9717,0.258306,Historical Traffic Baseline: 81.4%；Date and Time Pattern: 6.7%；Holiday Effect: 5.0%；Road Segment and Detector Attributes: 3.9%；Weather and Temperature: 2.4%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-13,43540,49420,56891,7144,124.3,13351,0.298007,Historical Traffic Baseline: 85.4%；Road Segment and Detector Attributes: 4.4%；Holiday Effect: 3.7%；Date and Time Pattern: 3.3%；Weather and Temperature: 2.9%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-14,45182,55162,67099,4661,122.1,21917,0.440658,Historical Traffic Baseline: 84.1%；Date and Time Pattern: 4.5%；Weather and Temperature: 4.0%；Road Segment and Detector Attributes: 3.6%；Holiday Effect: 3.1%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-15,45652,56135,67646,1435,126.1,21994,0.422466,Historical Traffic Baseline: 80.8%；Date and Time Pattern: 6.7%；Road Segment and Detector Attributes: 4.9%；Weather and Temperature: 4.4%；Holiday Effect: 2.1%；Construction Impact: 1.1%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-16,40331,44812,49538,8126,123.6,9206,0.268905,Historical Traffic Baseline: 76.4%；Date and Time Pattern: 9.1%；Holiday Effect: 6.9%；Road Segment and Detector Attributes: 4.2%；Weather and Temperature: 2.5%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-17,40508,45106,49519,9398,123.0,9011,0.259782,Historical Traffic Baseline: 77.7%；Date and Time Pattern: 8.2%；Holiday Effect: 6.9%；Road Segment and Detector Attributes: 3.9%；Weather and Temperature: 2.5%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-18,41665,46951,53782,8506,123.9,12117,0.34003,Historical Traffic Baseline: 81.6%；Date and Time Pattern: 6.0%；Holiday Effect: 5.2%；Road Segment and Detector Attributes: 4.4%；Weather and Temperature: 2.4%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-19,41275,48457,58382,8690,122.5,17106,0.479439,Historical Traffic Baseline: 86.1%；Date and Time Pattern: 4.9%；Holiday Effect: 3.8%；Weather and Temperature: 2.6%；Road Segment and Detector Attributes: 2.1%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-20,42953,49754,58668,7209,124.5,15714,0.384996,Historical Traffic Baseline: 85.3%；Date and Time Pattern: 5.7%；Holiday Effect: 3.0%；Weather and Temperature: 3.0%；Road Segment and Detector Attributes: 2.4%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-21,45920,56119,68966,4687,126.1,23046,0.491785,Historical Traffic Baseline: 84.9%；Date and Time Pattern: 5.0%；Weather and Temperature: 3.8%；Road Segment and Detector Attributes: 3.6%；Holiday Effect: 1.9%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-22,46321,56775,68815,1396,127.7,22494,0.479821,Historical Traffic Baseline: 78.0%；Date and Time Pattern: 7.1%；Road Segment and Detector Attributes: 6.4%；Weather and Temperature: 4.1%；Holiday Effect: 3.2%；Construction Impact: 1.2%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-23,40063,44873,49875,7895,125.6,9812,0.29445,Historical Traffic Baseline: 76.4%；Date and Time Pattern: 10.2%；Holiday Effect: 6.4%；Road Segment and Detector Attributes: 3.7%；Weather and Temperature: 2.2%；Construction Impact: 1.1%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-24,39780,44414,48629,9171,122.4,8849,0.265511,Historical Traffic Baseline: 76.7%；Date and Time Pattern: 9.3%；Holiday Effect: 7.0%；Road Segment and Detector Attributes: 3.4%；Weather and Temperature: 2.4%；Construction Impact: 1.1%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-25,40907,45938,51125,9113,123.8,10218,0.291074,Historical Traffic Baseline: 79.2%；Date and Time Pattern: 7.9%；Holiday Effect: 5.6%；Road Segment and Detector Attributes: 3.6%；Weather and Temperature: 2.6%；Construction Impact: 1.1%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-26,41171,46203,51988,8399,124.4,10817,0.291677,Historical Traffic Baseline: 80.6%；Date and Time Pattern: 7.4%；Holiday Effect: 4.0%；Road Segment and Detector Attributes: 3.9%；Weather and Temperature: 2.7%；Construction Impact: 1.4%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-27,41723,47448,56272,6938,124.0,14549,0.351677,Historical Traffic Baseline: 78.4%；Road Segment and Detector Attributes: 7.6%；Date and Time Pattern: 6.6%；Holiday Effect: 3.5%；Weather and Temperature: 2.9%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-28,40687,50337,63315,4490,126.9,22628,0.574424,Historical Traffic Baseline: 75.7%；Date and Time Pattern: 8.2%；Road Segment and Detector Attributes: 7.0%；Holiday Effect: 4.9%；Weather and Temperature: 3.2%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-29,39992,49079,61945,1497,131.6,21953,0.607071,Historical Traffic Baseline: 73.4%；Date and Time Pattern: 10.3%；Holiday Effect: 5.9%；Weather and Temperature: 4.9%；Road Segment and Detector Attributes: 4.0%；Construction Impact: 1.5%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-30,38515,46062,56843,7940,126.3,18328,0.506218,Historical Traffic Baseline: 79.4%；Date and Time Pattern: 9.3%；Holiday Effect: 5.2%；Weather and Temperature: 3.1%；Road Segment and Detector Attributes: 2.6%
A8_Mch_MQB25_Mch_H,A8,Mch,MQB25_Mch_H,2026-03-31,39311,46786,56017,8821,123.2,16705,0.439583,Historical Traffic Baseline: 83.8%；Date and Time Pattern: 7.6%；Weather and Temperature: 3.5%；Holiday Effect: 2.7%；Road Segment and Detector Attributes: 1.9%
